"E00","E01","E10","E11","phi","attribute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.33230187,3.2599725e-05,3.2599725e-05,0.33556052,0.12806977,1,1,0,3.5,0,0
0.33231689,3.2154616e-05,3.2154616e-05,0.33552893,0.18286025,1,1,0.003,3.5,0.003,0
0.33233191,3.1710341e-05,3.1710341e-05,0.33549735,0.23764994,1,1,0.0060000001,3.5,0.0060000001,0
0.33234692,3.1266898e-05,3.1266898e-05,0.33546578,0.29243881,1,1,0.0089999996,3.5,0.0089999996,0
0.33236193,3.0824287e-05,3.0824287e-05,0.33543422,0.34722691,1,1,0.012,3.5,0.012,0
0.33237694,3.0382507e-05,3.0382507e-05,0.33540266,0.40201419,1,1,0.015,3.5,0.015,0
0.33239194,2.9941556e-05,2.9941556e-05,0.33537112,0.45680068,1,1,0.017999999,3.5,0.017999999,0
0.33240694,2.9501432e-05,2.9501432e-05,0.33533959,0.51158639,1,1,0.021,3.5,0.021,0
0.33242194,2.9062136e-05,2.9062136e-05,0.33530807,0.56637131,1,1,0.024,3.5,0.024,0
0.33243694,2.8623665e-05,2.8623665e-05,0.33527656,0.62115543,1,1,0.027000001,3.5,0.027000001,0
0.33245193,2.8186018e-05,2.8186018e-05,0.33524506,0.67593873,1,1,0.029999999,3.5,0.029999999,0
0.33246691,2.7749195e-05,2.7749195e-05,0.33521356,0.73072127,1,1,0.033,3.5,0.033,0
0.3324819,2.7313194e-05,2.7313194e-05,0.33518208,0.78550299,1,1,0.035999998,3.5,0.035999998,0
0.33249688,2.6878014e-05,2.6878014e-05,0.3351506,0.84028399,1,1,0.039000001,3.5,0.039000001,0
0.33251186,2.6443653e-05,2.6443653e-05,0.33511914,0.89506414,1,1,0.041999999,3.5,0.041999999,0
0.33252684,2.6010111e-05,2.6010111e-05,0.33508769,0.94984356,1,1,0.045000002,3.5,0.045000002,0
0.33254181,2.5577387e-05,2.5577387e-05,0.33505624,1.0046221,1,1,0.048,3.5,0.048,0
0.33255678,2.5145478e-05,2.5145478e-05,0.3350248,1.0593999,1,1,0.050999999,3.5,0.050999999,0
0.33257174,2.4714385e-05,2.4714385e-05,0.33499338,1.114177,1,1,0.054000001,3.5,0.054000001,0
0.33258671,2.4284106e-05,2.4284106e-05,0.33496196,1.1689532,1,1,0.057,3.5,0.057,0
0.33260167,2.3854639e-05,2.3854639e-05,0.33493055,1.2237287,1,1,0.059999999,3.5,0.059999999,0
0.33261662,2.3425984e-05,2.3425984e-05,0.33489916,1.2785034,1,1,0.063000001,3.5,0.063000001,0
0.33263158,2.299814e-05,2.299814e-05,0.33486777,1.3332773,1,1,0.066,3.5,0.066,0
0.33264653,2.2571105e-05,2.2571105e-05,0.33483639,1.3880504,1,1,0.068999998,3.5,0.068999998,0
0.33266147,2.2144878e-05,2.2144878e-05,0.33480502,1.4428228,1,1,0.071999997,3.5,0.071999997,0
0.33267642,2.1719457e-05,2.1719457e-05,0.33477366,1.4975945,1,1,0.075000003,3.5,0.075000003,0
0.33269136,2.1294843e-05,2.1294843e-05,0.33474231,1.5523653,1,1,0.078000002,3.5,0.078000002,0
0.3327063,2.0871034e-05,2.0871034e-05,0.33471097,1.6071353,1,1,0.081,3.5,0.081,0
0.33272123,2.0448028e-05,2.0448028e-05,0.33467963,1.6619045,1,1,0.083999999,3.5,0.083999999,0
0.33273616,2.0025824e-05,2.0025824e-05,0.33464831,1.716673,1,1,0.086999997,3.5,0.086999997,0
0.33275109,1.9604421e-05,1.9604421e-05,0.334617,1.7714409,1,1,0.090000004,3.5,0.090000004,0
0.33276601,1.918382e-05,1.918382e-05,0.33458569,1.8262078,1,1,0.093000002,3.5,0.093000002,0
0.33278094,1.8764017e-05,1.8764017e-05,0.3345544,1.880974,1,1,0.096000001,3.5,0.096000001,0
0.33279586,1.8345012e-05,1.8345012e-05,0.33452311,1.9357394,1,1,0.098999999,3.5,0.098999999,0
0.33281077,1.7926804e-05,1.7926804e-05,0.33449184,1.990504,1,1,0.102,3.5,0.102,0
0.33282568,1.7509391e-05,1.7509391e-05,0.33446057,2.0452679,1,1,0.105,3.5,0.105,0
0.33284059,1.7092772e-05,1.7092772e-05,0.33442931,2.1000312,1,1,0.108,3.5,0.108,0
0.3328555,1.6676948e-05,1.6676948e-05,0.33439806,2.1547935,1,1,0.111,3.5,0.111,0
0.3328704,1.6261915e-05,1.6261915e-05,0.33436683,2.2095551,1,1,0.114,3.5,0.114,0
0.33288531,1.5847674e-05,1.5847674e-05,0.3343356,2.264316,1,1,0.117,3.5,0.117,0
0.3329002,1.5434223e-05,1.5434223e-05,0.33430437,2.3190761,1,1,0.12,3.5,0.12,0
0.3329151,1.502156e-05,1.502156e-05,0.33427316,2.3738355,1,1,0.123,3.5,0.123,0
0.33292999,1.4609686e-05,1.4609686e-05,0.33424196,2.4285941,1,1,0.126,3.5,0.126,0
0.33294488,1.41986e-05,1.41986e-05,0.33421077,2.4833518,1,1,0.12899999,3.5,0.12899999,0
0.33295976,1.3788297e-05,1.3788297e-05,0.33417958,2.538109,1,1,0.132,3.5,0.132,0
0.33297464,1.3378778e-05,1.3378778e-05,0.33414841,2.5928654,1,1,0.13500001,3.5,0.13500001,0
0.33298952,1.2970045e-05,1.2970045e-05,0.33411724,2.6476208,1,1,0.138,3.5,0.138,0
0.3330044,1.2562093e-05,1.2562093e-05,0.33408609,2.7023758,1,1,0.141,3.5,0.141,0
0.33301927,1.2154923e-05,1.2154923e-05,0.33405494,2.7571297,1,1,0.14399999,3.5,0.14399999,0
0.33303414,1.1748532e-05,1.1748532e-05,0.3340238,2.8118831,1,1,0.147,3.5,0.147,0
0.33304901,1.134292e-05,1.134292e-05,0.33399267,2.8666358,1,1,0.15000001,3.5,0.15000001,0
0.33306387,1.0938088e-05,1.0938088e-05,0.33396155,2.9213875,1,1,0.153,3.5,0.153,0
0.33307873,1.053403e-05,1.053403e-05,0.33393044,2.9761387,1,1,0.156,3.5,0.156,0
0.33309359,1.0130751e-05,1.0130751e-05,0.33389934,3.0308889,1,1,0.15899999,3.5,0.15899999,0
0.33310845,9.7282436e-06,9.7282436e-06,0.33386824,3.0856386,1,1,0.162,3.5,0.162,0
0.3331233,9.3265102e-06,9.3265102e-06,0.33383716,3.1403876,1,1,0.16500001,3.5,0.16500001,0
0.33313815,8.9255513e-06,8.9255513e-06,0.33380608,3.1951355,1,1,0.168,3.5,0.168,0
0.33315299,8.5253619e-06,8.5253619e-06,0.33377502,3.249883,1,1,0.171,3.5,0.171,0
0.33316784,8.1259449e-06,8.1259449e-06,0.33374396,3.3046295,1,1,0.17399999,3.5,0.17399999,0
0.33318268,7.7272951e-06,7.7272951e-06,0.33371291,3.3593755,1,1,0.177,3.5,0.177,0
0.33319751,7.3294136e-06,7.3294136e-06,0.33368187,3.4141208,1,1,0.18000001,3.5,0.18000001,0
0.33342464,-2.0237882e-05,-2.0237882e-05,0.33322666,3.4781151,1,1,0.183,3.5,0.183,0
0.3334227,-2.0597023e-05,-2.0597023e-05,0.33322827,3.5176931,1,1,0.186,3.5,0.186,0
0.33342078,-2.0939208e-05,-2.0939208e-05,0.33322987,3.5572761,1,1,0.189,3.5,0.189,0
0.33341888,-2.1265029e-05,-2.1265029e-05,0.33323148,3.5968645,1,1,0.192,3.5,0.192,0
0.333417,-2.1575045e-05,-2.1575045e-05,0.33323309,3.6364576,1,1,0.19499999,3.5,0.19499999,0
0.33341514,-2.1869788e-05,-2.1869788e-05,0.33323471,3.6760557,1,1,0.198,3.5,0.198,0
0.3334133,-2.2149764e-05,-2.2149764e-05,0.33323632,3.7156585,1,1,0.20100001,3.5,0.20100001,0
0.33341147,-2.2415453e-05,-2.2415453e-05,0.33323793,3.7552655,1,1,0.204,3.5,0.204,0
0.33340967,-2.2667314e-05,-2.2667314e-05,0.33323955,3.794877,1,1,0.207,3.5,0.207,0
0.33340788,-2.2905782e-05,-2.2905782e-05,0.33324116,3.8344925,1,1,0.20999999,3.5,0.20999999,0
0.33340611,-2.3131276e-05,-2.3131276e-05,0.33324278,3.8741123,1,1,0.213,3.5,0.213,0
0.33340436,-2.3344193e-05,-2.3344193e-05,0.33324439,3.913736,1,1,0.21600001,3.5,0.21600001,0
0.33340262,-2.3544911e-05,-2.3544911e-05,0.33324601,3.9533634,1,1,0.219,3.5,0.219,0
0.3334009,-2.3733795e-05,-2.3733795e-05,0.33324763,3.9929946,1,1,0.222,3.5,0.222,0
0.3333992,-2.3911191e-05,-2.3911191e-05,0.33324925,4.0326292,1,1,0.22499999,3.5,0.22499999,0
0.33339751,-2.4077434e-05,-2.4077434e-05,0.33325087,4.0722675,1,1,0.228,3.5,0.228,0
0.33339583,-2.423284e-05,-2.423284e-05,0.33325249,4.1119093,1,1,0.23100001,3.5,0.23100001,0
0.33339416,-2.4377716e-05,-2.4377716e-05,0.33325411,4.1515541,1,1,0.234,3.5,0.234,0
0.33339251,-2.4512354e-05,-2.4512354e-05,0.33325573,4.1912023,1,1,0.237,3.5,0.237,0
0.33339088,-2.4637035e-05,-2.4637035e-05,0.33325736,4.2308534,1,1,0.23999999,3.5,0.23999999,0
0.33338925,-2.4752031e-05,-2.4752031e-05,0.33325898,4.2705078,1,1,0.243,3.5,0.243,0
0.33338764,-2.4857599e-05,-2.4857599e-05,0.33326061,4.3101651,1,1,0.24600001,3.5,0.24600001,0
0.33338604,-2.4953988e-05,-2.4953988e-05,0.33326223,4.3498251,1,1,0.249,3.5,0.249,0
0.33338445,-2.504144e-05,-2.504144e-05,0.33326386,4.3894881,1,1,0.252,3.5,0.252,0
0.33338288,-2.5120185e-05,-2.5120185e-05,0.33326548,4.4291536,1,1,0.255,3.5,0.255,0
0.33338131,-2.5190444e-05,-2.5190444e-05,0.33326711,4.4688217,1,1,0.25799999,3.5,0.25799999,0
0.33337976,-2.5252432e-05,-2.5252432e-05,0.33326874,4.5084929,1,1,0.26100001,3.5,0.26100001,0
0.33337821,-2.5306355e-05,-2.5306355e-05,0.33327036,4.5481662,1,1,0.264,3.5,0.264,0
0.33337668,-2.5352412e-05,-2.5352412e-05,0.33327199,4.5878419,1,1,0.26699999,3.5,0.26699999,0
0.33337515,-2.5390795e-05,-2.5390795e-05,0.33327362,4.6275204,1,1,0.27000001,3.5,0.27000001,0
0.33337364,-2.5421688e-05,-2.5421688e-05,0.33327525,4.6672009,1,1,0.273,3.5,0.273,0
0.33337214,-2.544527e-05,-2.544527e-05,0.33327688,4.7068837,1,1,0.27599999,3.5,0.27599999,0
0.33337064,-2.5461714e-05,-2.5461714e-05,0.33327851,4.7465691,1,1,0.27900001,3.5,0.27900001,0
0.33336916,-2.5471187e-05,-2.5471187e-05,0.33328014,4.7862563,1,1,0.28200001,3.5,0.28200001,0
0.33336768,-2.5473849e-05,-2.5473849e-05,0.33328177,4.8259456,1,1,0.285,3.5,0.285,0
0.33336621,-2.5469857e-05,-2.5469857e-05,0.3332834,4.865637,1,1,0.28799999,3.5,0.28799999,0
0.33336475,-2.5459361e-05,-2.5459361e-05,0.33328504,4.9053308,1,1,0.29100001,3.5,0.29100001,0
0.3333633,-2.5442507e-05,-2.5442507e-05,0.33328667,4.9450262,1,1,0.294,3.5,0.294,0
0.33336186,-2.5419436e-05,-2.5419436e-05,0.3332883,4.9847236,1,1,0.29699999,3.5,0.29699999,0
0.33336042,-2.5390284e-05,-2.5390284e-05,0.33328994,5.0244233,1,1,0.30000001,3.5,0.30000001,0
0.33335899,-2.5355184e-05,-2.5355184e-05,0.33329157,5.0641244,1,1,0.303,3.5,0.303,0
0.33335758,-2.5314266e-05,-2.5314266e-05,0.3332932,5.1038274,1,1,0.30599999,3.5,0.30599999,0
0.33335616,-2.5267651e-05,-2.5267651e-05,0.33329484,5.1435321,1,1,0.30899999,3.5,0.30899999,0
0.33335476,-2.5215462e-05,-2.5215462e-05,0.33329647,5.183239,1,1,0.31200001,3.5,0.31200001,0
0.33335336,-2.5157815e-05,-2.5157815e-05,0.33329811,5.2229472,1,1,0.315,3.5,0.315,0
0.33335197,-2.5094823e-05,-2.5094823e-05,0.33329974,5.2626571,1,1,0.31799999,3.5,0.31799999,0
0.33335059,-2.5026597e-05,-2.5026597e-05,0.33330138,5.302369,1,1,0.32100001,3.5,0.32100001,0
0.33334921,-2.4953243e-05,-2.4953243e-05,0.33330302,5.3420821,1,1,0.324,3.5,0.324,0
0.33334784,-2.4874866e-05,-2.4874866e-05,0.33330465,5.3817967,1,1,0.32699999,3.5,0.32699999,0
0.33334647,-2.4791565e-05,-2.4791565e-05,0.33330629,5.4215134,1,1,0.33000001,3.5,0.33000001,0
0.33334512,-2.4703439e-05,-2.4703439e-05,0.33330793,5.4612311,1,1,0.333,3.5,0.333,0
0.33334377,-2.4610584e-05,-2.4610584e-05,0.33330957,5.5009503,1,1,0.336,3.5,0.336,0
0.33334242,-2.4513091e-05,-2.4513091e-05,0.3333112,5.540671,1,1,0.33899999,3.5,0.33899999,0
0.33334108,-2.4411049e-05,-2.4411049e-05,0.33331284,5.5803934,1,1,0.34200001,3.5,0.34200001,0
0.33333975,-2.4304549e-05,-2.4304549e-05,0.33331448,5.6201169,1,1,0.345,3.5,0.345,0
0.3333565,1.3638577e-05,1.3638577e-05,0.33329919,5.6543633,1,1,0.34799999,3.5,0.34799999,0
0.33335551,1.3663853e-05,1.3663853e-05,0.33330113,5.6821782,1,1,0.35100001,3.5,0.35100001,0
0.33335452,1.3686869e-05,1.3686869e-05,0.33330308,5.7100078,1,1,0.354,3.5,0.354,0
0.33335352,1.3707562e-05,1.3707562e-05,0.33330502,5.737853,1,1,0.35699999,3.5,0.35699999,0
0.33335252,1.3725868e-05,1.3725868e-05,0.33330696,5.7657144,1,1,0.36000001,3.5,0.36000001,0
0.3333515,1.3741717e-05,1.3741717e-05,0.3333089,5.7935919,1,1,0.36300001,3.5,0.36300001,0
0.33335048,1.3755042e-05,1.3755042e-05,0.33331085,5.8214862,1,1,0.366,3.5,0.366,0
0.33334945,1.3765769e-05,1.3765769e-05,0.33331279,5.8493979,1,1,0.36899999,3.5,0.36899999,0
0.33334842,1.3773825e-05,1.3773825e-05,0.33331473,5.8773278,1,1,0.37200001,3.5,0.37200001,0
0.33334737,1.3779134e-05,1.3779134e-05,0.33331668,5.9052756,1,1,0.375,3.5,0.375,0
0.33334632,1.3781616e-05,1.3781616e-05,0.33331862,5.9332424,1,1,0.37799999,3.5,0.37799999,0
0.33334526,1.378119e-05,1.378119e-05,0.33332057,5.9612289,1,1,0.38100001,3.5,0.38100001,0
0.33334418,1.3777772e-05,1.3777772e-05,0.33332252,5.989235,1,1,0.384,3.5,0.384,0
0.3333431,1.3771276e-05,1.3771276e-05,0.33332446,6.0172617,1,1,0.38699999,3.5,0.38699999,0
0.33334201,1.3761614e-05,1.3761614e-05,0.33332641,6.0453096,1,1,0.38999999,3.5,0.38999999,0
0.33334091,1.3748692e-05,1.3748692e-05,0.33332835,6.0733795,1,1,0.39300001,3.5,0.39300001,0
0.3333398,1.3732417e-05,1.3732417e-05,0.3333303,6.1014715,1,1,0.396,3.5,0.396,0
0.33333868,1.3712691e-05,1.3712691e-05,0.33333225,6.1295866,1,1,0.39899999,3.5,0.39899999,0
0.33333755,1.3689414e-05,1.3689414e-05,0.3333342,6.1577256,1,1,0.40200001,3.5,0.40200001,0
